design,n,m,rho,nrho,sigma,tpi,tier
design_3268,62,71,0.0375462718138551,2.3278688524590163,0.6554215931663622,0.34457840683363783,precarious
design_3269,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3270,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3271,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3272,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3273,53,56,0.040638606676342524,2.1538461538461537,0.681385143869247,0.318614856130753,precarious
design_3274,75,78,0.02810810810810811,2.1081081081081083,0.6887372317211945,0.3112627682788055,precarious
design_3275,169,184,0.012961397576782193,2.1904761904761907,0.6756639246921762,0.3243360753078238,precarious
design_3276,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3277,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3278,90,101,0.025218476903870163,2.269662921348315,0.6637725961546925,0.33622740384530747,precarious
design_3279,90,101,0.025218476903870163,2.269662921348315,0.6637725961546925,0.33622740384530747,precarious
design_3280,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3281,81,88,0.027160493827160494,2.2,0.674199862463242,0.32580013753675796,precarious
design_3282,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3283,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3284,73,84,0.0319634703196347,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3285,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3286,45,48,0.048484848484848485,2.1818181818181817,0.67700320038633,0.32299679961367,precarious
design_3287,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3288,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3289,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3290,37,39,0.05855855855855856,2.1666666666666665,0.6793662204867574,0.32063377951324257,precarious
design_3291,33,34,0.06439393939393939,2.125,0.6859943405700353,0.3140056594299647,precarious
design_3292,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3293,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3294,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3295,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3296,85,94,0.026330532212885154,2.238095238095238,0.6684373647831918,0.3315626352168082,precarious
design_3297,73,78,0.02968036529680365,2.1666666666666665,0.6793662204867574,0.32063377951324257,precarious
design_3298,49,56,0.047619047619047616,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3299,50,52,0.04244897959183674,2.122448979591837,0.6864064729836441,0.3135935270163559,precarious
design_3300,50,52,0.04244897959183674,2.122448979591837,0.6864064729836441,0.3135935270163559,precarious
design_3301,53,60,0.04354136429608128,2.3076923076923075,0.6582805886043833,0.3417194113956167,precarious
design_3302,50,56,0.045714285714285714,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3303,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_3304,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_3305,139,154,0.01605671984151809,2.231884057971014,0.6693668262260598,0.3306331737739402,precarious
design_3306,34,38,0.0677361853832442,2.3030303030303028,0.6589465276604692,0.34105347233953076,precarious
design_3307,34,38,0.0677361853832442,2.3030303030303028,0.6589465276604692,0.34105347233953076,precarious
design_3308,123,136,0.018126082900173264,2.2295081967213113,0.6697233845138647,0.3302766154861353,precarious
design_3309,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3310,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3311,121,132,0.01818181818181818,2.1999999999999997,0.6741998624632421,0.32580013753675785,precarious
design_3312,56,64,0.04155844155844156,2.327272727272727,0.6555055301063447,0.3444944698936553,precarious
design_3313,56,64,0.04155844155844156,2.327272727272727,0.6555055301063447,0.3444944698936553,precarious
design_3314,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_3315,80,89,0.028164556962025317,2.2531645569620253,0.666198337373414,0.33380166262658595,precarious
design_3316,80,89,0.028164556962025317,2.2531645569620253,0.666198337373414,0.33380166262658595,precarious
design_3317,52,56,0.042232277526395176,2.196078431372549,0.674801558131828,0.32519844186817204,precarious
design_3318,52,56,0.042232277526395176,2.196078431372549,0.674801558131828,0.32519844186817204,precarious
design_3319,32,33,0.06653225806451613,2.129032258064516,0.6853444168423419,0.31465558315765807,precarious
design_3320,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3321,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_3322,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_3323,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3324,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3325,31,31,0.06666666666666667,2.0666666666666664,0.6956083436402525,0.3043916563597475,precarious
design_3326,108,120,0.020768431983385256,2.2429906542056077,0.6677075208003376,0.3322924791996624,precarious
design_3327,42,48,0.05574912891986063,2.341463414634146,0.6535161308899218,0.3464838691100782,precarious
design_3328,42,48,0.05574912891986063,2.341463414634146,0.6535161308899218,0.3464838691100782,precarious
design_3329,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3330,63,68,0.03481822836661547,2.1935483870967745,0.6751906048969998,0.3248093951030002,precarious
design_3331,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3332,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3333,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3334,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3335,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3336,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3337,39,40,0.05398110661268556,2.105263157894737,0.689202437604511,0.31079756239548895,precarious
design_3338,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3339,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3340,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3341,58,64,0.03871748336358137,2.2456140350877196,0.667317390751957,0.33268260924804305,precarious
design_3342,55,62,0.041750841750841754,2.2962962962962963,0.6599120175960898,0.34008798240391025,precarious
design_3343,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_3344,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3345,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3346,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_3347,138,148,0.015656405373955358,2.1605839416058394,0.6803218634130744,0.31967813658692557,precarious
design_3348,138,148,0.015656405373955358,2.1605839416058394,0.6803218634130744,0.31967813658692557,precarious
design_3349,33,35,0.06628787878787878,2.1875,0.6761234037828132,0.3238765962171868,precarious
design_3350,50,52,0.04244897959183674,2.122448979591837,0.6864064729836441,0.3135935270163559,precarious
design_3351,47,50,0.04625346901017576,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_3352,42,48,0.05574912891986063,2.341463414634146,0.6535161308899218,0.3464838691100782,precarious
design_3353,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3354,73,84,0.0319634703196347,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3355,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3356,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_3357,44,47,0.049682875264270614,2.186046511627907,0.6763481415000994,0.32365185849990064,precarious
design_3358,44,47,0.049682875264270614,2.186046511627907,0.6763481415000994,0.32365185849990064,precarious
design_3359,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3360,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3361,68,74,0.0324846356453029,2.208955223880597,0.672831853216465,0.327168146783535,precarious
design_3362,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3363,138,150,0.015867978419549348,2.18978102189781,0.6757711644237765,0.3242288355762235,precarious
design_3364,138,150,0.015867978419549348,2.18978102189781,0.6757711644237765,0.3242288355762235,precarious
design_3365,46,52,0.050241545893719805,2.311111111111111,0.657793514480272,0.342206485519728,precarious
design_3366,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3367,93,102,0.023842917251051893,2.217391304347826,0.6715507368448513,0.32844926315514866,precarious
design_3368,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_3369,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3370,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3371,63,64,0.03277009728622632,2.064516129032258,0.6959705453537527,0.3040294546462473,precarious
design_3372,48,52,0.04609929078014184,2.212765957446808,0.6722522420364822,0.32774775796351785,precarious
design_3373,48,52,0.04609929078014184,2.212765957446808,0.6722522420364822,0.32774775796351785,precarious
design_3374,33,36,0.06818181818181818,2.25,0.6666666666666666,0.33333333333333337,precarious
design_3375,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3376,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3377,98,102,0.02146013044393015,2.1030927835051547,0.6895579715139485,0.3104420284860515,precarious
design_3378,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3379,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3380,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3381,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3382,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3383,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3384,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3385,42,46,0.053426248548199766,2.24390243902439,0.667571849251482,0.33242815074851795,precarious
design_3386,32,36,0.07258064516129033,2.3225806451612905,0.6561673228343176,0.34383267716568244,precarious
design_3387,32,36,0.07258064516129033,2.3225806451612905,0.6561673228343176,0.34383267716568244,precarious
design_3388,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3389,69,80,0.03410059676044331,2.3529411764705883,0.6519202405202649,0.34807975947973513,precarious
design_3390,98,112,0.023564064801178203,2.3092783505154637,0.6580544918817243,0.34194550811827573,precarious
design_3391,98,112,0.023564064801178203,2.3092783505154637,0.6580544918817243,0.34194550811827573,precarious
design_3392,88,98,0.025600835945663532,2.2528735632183907,0.6662413609349154,0.33375863906508463,precarious
design_3393,38,40,0.05689900426742532,2.1621621621621623,0.6800735254367722,0.31992647456322776,precarious
design_3394,38,40,0.05689900426742532,2.1621621621621623,0.6800735254367722,0.31992647456322776,precarious
design_3395,42,46,0.053426248548199766,2.24390243902439,0.667571849251482,0.33242815074851795,precarious
design_3396,55,56,0.03771043771043771,2.074074074074074,0.6943650748294136,0.30563492517058644,precarious
design_3397,93,108,0.025245441795231416,2.3478260869565215,0.6526300069150406,0.3473699930849594,precarious
design_3398,33,34,0.06439393939393939,2.125,0.6859943405700353,0.3140056594299647,precarious
design_3399,25,27,0.09,2.25,0.6666666666666666,0.33333333333333337,precarious
design_3400,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3401,97,106,0.02276632302405498,2.208333333333333,0.6729265849104532,0.3270734150895468,precarious
design_3402,94,105,0.024021962937542895,2.258064516129032,0.6654751256486924,0.3345248743513076,precarious
design_3403,94,105,0.024021962937542895,2.258064516129032,0.6654751256486924,0.3345248743513076,precarious
design_3404,50,56,0.045714285714285714,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3405,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3406,121,134,0.018457300275482095,2.2333333333333334,0.6691496051182058,0.33085039488179424,precarious
design_3407,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_3408,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_3409,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3410,43,47,0.05204872646733112,2.238095238095238,0.6684373647831918,0.3315626352168082,precarious
design_3411,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3412,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3413,35,38,0.06386554621848739,2.235294117647059,0.6688560540599386,0.33114394594006136,precarious
design_3414,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3415,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_3416,82,96,0.028906955736224028,2.3703703703703702,0.649519052838329,0.350480947161671,precarious
design_3417,82,96,0.028906955736224028,2.3703703703703702,0.649519052838329,0.350480947161671,precarious
design_3418,69,73,0.03111679454390452,2.1470588235294117,0.6824612990181452,0.31753870098185477,precarious
design_3419,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3420,62,66,0.034902168164992066,2.163934426229508,0.6797949780052897,0.32020502199471035,precarious
design_3421,62,66,0.034902168164992066,2.163934426229508,0.6797949780052897,0.32020502199471035,precarious
design_3422,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3423,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3424,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3425,39,42,0.05668016194331984,2.210526315789474,0.6725927091345492,0.32740729086545084,precarious
design_3426,53,58,0.0420899854862119,2.230769230769231,0.6695340634119862,0.3304659365880138,precarious
design_3427,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3428,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3429,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_3430,37,41,0.06156156156156156,2.2777777777777777,0.6625891564490793,0.33741084355092066,precarious
design_3431,60,66,0.03728813559322034,2.2372881355932206,0.6685579234215214,0.3314420765784786,precarious
design_3432,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_3433,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_3434,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3435,41,46,0.05609756097560976,2.3000000000000003,0.659380473395787,0.340619526604213,precarious
design_3436,35,38,0.06386554621848739,2.235294117647059,0.6688560540599386,0.33114394594006136,precarious
design_3437,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3438,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3439,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3440,119,128,0.01823102122204814,2.169491525423729,0.6789237807000135,0.32107621929998653,precarious
design_3441,25,27,0.09,2.25,0.6666666666666666,0.33333333333333337,precarious
design_3442,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3443,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_3444,37,37,0.05555555555555555,2.0555555555555554,0.6974858324629157,0.30251416753708427,precarious
design_3445,76,88,0.030877192982456142,2.3466666666666667,0.6527912098338668,0.34720879016613315,precarious
design_3446,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3447,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_3448,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_3449,55,60,0.04040404040404041,2.2222222222222223,0.6708203932499369,0.3291796067500631,precarious
design_3450,54,62,0.04332634521313766,2.339622641509434,0.6537731677261692,0.3462268322738308,precarious
design_3451,54,62,0.04332634521313766,2.339622641509434,0.6537731677261692,0.3462268322738308,precarious
design_3452,74,86,0.03184005923731951,2.3561643835616435,0.6514741780386716,0.3485258219613284,precarious
design_3453,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_3454,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_3455,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3456,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3457,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3458,96,110,0.02412280701754386,2.3157894736842106,0.6571287406727709,0.34287125932722906,precarious
design_3459,37,37,0.05555555555555555,2.0555555555555554,0.6974858324629157,0.30251416753708427,precarious
design_3460,28,30,0.07936507936507936,2.2222222222222223,0.6708203932499369,0.3291796067500631,precarious
design_3461,23,23,0.09090909090909091,2.090909090909091,0.6915640748081247,0.30843592519187535,precarious
design_3462,33,36,0.06818181818181818,2.25,0.6666666666666666,0.33333333333333337,precarious
design_3463,34,38,0.0677361853832442,2.3030303030303028,0.6589465276604692,0.34105347233953076,precarious
design_3464,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3465,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3466,94,98,0.022420498741706704,2.10752688172043,0.6888321972137825,0.3111678027862175,precarious
design_3467,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3468,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3469,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3470,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3471,35,35,0.058823529411764705,2.0588235294117645,0.6969320524371696,0.3030679475628304,precarious
design_3472,67,77,0.03482587064676617,2.3333333333333335,0.6546536707079771,0.3453463292920229,precarious
design_3473,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3474,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3475,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3476,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3477,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3478,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3479,61,66,0.036065573770491806,2.2,0.674199862463242,0.32580013753675796,precarious
design_3480,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3481,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3482,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3483,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3484,34,36,0.06417112299465241,2.181818181818182,0.67700320038633,0.32299679961367,precarious
design_3485,163,174,0.013178822994773916,2.1481481481481484,0.682288239221013,0.317711760778987,precarious
design_3486,88,94,0.024555903866248695,2.160919540229885,0.6802690331382198,0.31973096686178015,precarious
design_3487,88,94,0.024555903866248695,2.160919540229885,0.6802690331382198,0.31973096686178015,precarious
design_3488,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3489,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3490,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3491,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3492,57,64,0.040100250626566414,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3493,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3494,40,42,0.05384615384615385,2.153846153846154,0.6813851438692469,0.31861485613075313,precarious
design_3495,40,42,0.05384615384615385,2.153846153846154,0.6813851438692469,0.31861485613075313,precarious
design_3496,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3497,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3498,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3499,61,66,0.036065573770491806,2.2,0.674199862463242,0.32580013753675796,precarious
design_3500,66,74,0.0344988344988345,2.276923076923077,0.6627135046075259,0.33728649539247413,precarious
design_3501,66,74,0.0344988344988345,2.276923076923077,0.6627135046075259,0.33728649539247413,precarious
design_3502,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_3503,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3504,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_3505,40,42,0.05384615384615385,2.153846153846154,0.6813851438692469,0.31861485613075313,precarious
design_3506,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3507,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3508,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_3509,47,50,0.04625346901017576,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_3510,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3511,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3512,44,51,0.05391120507399577,2.3720930232558137,0.6492831643058216,0.35071683569417844,precarious
design_3513,44,51,0.05391120507399577,2.3720930232558137,0.6492831643058216,0.35071683569417844,precarious
design_3514,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3515,30,33,0.07586206896551724,2.2758620689655173,0.6628679652796169,0.3371320347203831,precarious
design_3516,30,33,0.07586206896551724,2.2758620689655173,0.6628679652796169,0.3371320347203831,precarious
design_3517,157,169,0.013800424628450107,2.1666666666666665,0.6793662204867574,0.32063377951324257,precarious
design_3518,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3519,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3520,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_3521,84,90,0.025817555938037865,2.1686746987951806,0.6790516262487788,0.3209483737512212,precarious
design_3522,84,90,0.025817555938037865,2.1686746987951806,0.6790516262487788,0.3209483737512212,precarious
design_3523,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3524,106,122,0.02192273135669362,2.3238095238095235,0.6559938024497328,0.3440061975502672,precarious
design_3525,106,122,0.02192273135669362,2.3238095238095235,0.6559938024497328,0.3440061975502672,precarious
design_3526,25,27,0.09,2.25,0.6666666666666666,0.33333333333333337,precarious
design_3527,74,80,0.029618659755646058,2.191780821917808,0.6754628043053148,0.3245371956946852,precarious
design_3528,74,80,0.029618659755646058,2.191780821917808,0.6754628043053148,0.3245371956946852,precarious
design_3529,35,38,0.06386554621848739,2.235294117647059,0.6688560540599386,0.33114394594006136,precarious
design_3530,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_3531,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_3532,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3533,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_3534,47,50,0.04625346901017576,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_3535,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_3536,54,62,0.04332634521313766,2.339622641509434,0.6537731677261692,0.3462268322738308,precarious
design_3537,54,62,0.04332634521313766,2.339622641509434,0.6537731677261692,0.3462268322738308,precarious
design_3538,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3539,48,52,0.04609929078014184,2.212765957446808,0.6722522420364822,0.32774775796351785,precarious
design_3540,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3541,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3542,164,178,0.013317372437528056,2.184049079754601,0.6766573494312508,0.3233426505687492,precarious
design_3543,164,178,0.013317372437528056,2.184049079754601,0.6766573494312508,0.3233426505687492,precarious
design_3544,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3545,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3546,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3547,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3548,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_3549,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3550,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_3551,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_3552,67,72,0.032564450474898234,2.1818181818181817,0.67700320038633,0.32299679961367,precarious
design_3553,24,25,0.09057971014492754,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_3554,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_3555,33,36,0.06818181818181818,2.25,0.6666666666666666,0.33333333333333337,precarious
design_3556,73,76,0.0289193302891933,2.111111111111111,0.6882472016116853,0.3117527983883147,precarious
design_3557,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
